article paper,authors,Leroy, Xavier,title,A Formally Verified Compiler Back-End,year,2009,doi,10.1007/s10817-009-9155-4,volume,43,number,4,journal,J. Autom. Reason.,510;
article paper,authors,Zhang, Yuefeng,title,Test-Driven Modeling for Model-Driven Development,year,2004,doi,10.1109/MS.2004.1331307,volume,21,number,5,journal,IEEE Softw.,1157;
article paper,authors,Vodde, Bas and Koskela, Lasse,title,Learning Test-Driven Development by Counting Lines,year,2007,doi,10.1109/MS.2007.80,volume,24,number,3,journal,IEEE Softw.,1478;
conference paper,authors,Hammond, Susan and Umphress, David,title,Test Driven Development: The State of the Practice,year,2012,doi,10.1145/2184512.2184550,bookTitle,Proceedings of the 50th Annual Southeast Regional Conference,1337;
conference paper,authors,Leung, Karl R. P. H. and Yeung, W. L.,title,Generating User Acceptance Test Plans from Test Cases,year,2007,doi,10.1109/COMPSAC.2007.125,bookTitle,Proceedings of the 31st Annual International Computer Software and Applications Conference - Volume 02,537;
article paper,authors,Damm, Lars-Ola and Lundberg, Lars and Olsson, David,title,Introducing Test Automation and Test-Driven Development,year,2005,doi,10.1109/MS.2004.1331307,volume,116,number,C,journal,Electron. Notes Theor. Comput. Sci.,1439;
article paper,authors,Erdogmus, Hakan and Morisio, Maurizio and Torchiano, Marco,title,On the Effectiveness of the Test-First Approach to Programming,year,2005,doi,10.1109/TSE.2005.37,volume,31,number,3,journal,IEEE Trans. Softw. Eng.,1226;
conference paper,authors,Tosun, Ayse and Ahmed, Muzamil and Turhan, Burak and Juristo, Natalia,title,On the Effectiveness of Unit Tests in Test-Driven Development,year,2018,doi,10.1145/3202710.3203153,bookTitle,Proceedings of the 2018 International Conference on Software and System Process,198;
article paper,authors,Janzen, David and Saiedian, Hossein,title,Test-Driven Development: Concepts, Taxonomy, and Future Direction,year,2005,doi,10.1109/MC.2005.314,volume,38,number,9,journal,Computer,601;
conference paper,authors,George, Boby and Williams, Laurie,title,An Initial Investigation of Test Driven Development in Industry,year,2003,doi,10.1145/952532.952753,bookTitle,Proceedings of the 2003 ACM Symposium on Applied Computing,211;
article paper,authors,Dog\v{s}a, Toma\v{z} and Bati\v{c}, David,title,The Effectiveness of Test-Driven Development: An Industrial Case Study,year,2011,doi,10.1007/s11219-011-9130-2,volume,19,number,4,journal,Software Quality Journal,39;
article paper,authors,Pan\v{c}ur, Matja and Ciglari\v{c}, Mojca,title,Impact of Test-Driven Development on Productivity, Code and Tests: A Controlled Experiment,year,2011,doi,10.1016/j.infsof.2011.02.002,volume,53,number,6,journal,Inf. Softw. Technol.,783;
article paper,authors,Latorre, Roberto,title,A Successful Application of a Test-Driven Development Strategy in the Industrial Environment,year,2014,doi,10.1007/s10664-013-9281-9,volume,19,number,3,journal,Empirical Softw. Engg.,527;
conference paper,authors,Santos, Ernani C\'{e}sar Dos and Vilain, Patr\'{\i}cia and Longo, Douglas Hiura,title,A Systematic Literature Review to Support the Selection of User Acceptance Testing Techniques,year,2018,doi,10.1145/3183440.3195036,bookTitle,Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings,643;
conference paper,authors,Munir, Hussan and Wnuk, Krzysztof and Petersen, Kai and Moayyed, Misagh,title,An Experimental Evaluation of Test Driven Development vs. Test-Last Development with Industry Professionals,year,2014,doi,10.1145/2601248.2601267,bookTitle,Proceedings of the 18th International Conference on Evaluation and Assessment in Software Engineering,456;
